cle	doc_id	Cl initiale	Cl finale	label classe finale	Cl regroupée	Verbatim	liste_index_lir	classe_lir	liste_discriminant_lir
1567	633	1	1	attente interlocuteur	attente	EDF prend trop de temps pour intervenir en cas de pannes (micro-coupures à répétition)pas d'interlocuteur fiable trop d'intervenants pour une même question manque de réactivité.	cas(1),fiable(1),interlocuteur(1),intervenant(1),intervenir(1),manquer(1),micro-coupures(1),même(1),panne(1),prendre(1),question(1),réactivité(1),répétition)pas(1),temps(1),trop(2)	2	interlocuteur(1),prendre(1),temps(1),trop(2),
1412	577	1	1	attente interlocuteur	attente	edf a mis un numéro d appel unique et c est très difficile de les joindre quand on demande des duplicata de factures c est difficile qu edf accède a notre demande car c est quand même des justificatifs fiscaux edf doit faire un effort pour accéder a notre demande c est une boite qui fait néanmoins bien son boulot pour tout le reste.	accéder(2),appel(1),avoir(3),bien(1),boite(1),boulot(1),c(4),d(1),demande(2),demander(1),devoir(1),difficile(2),duplicata(1),edf(3),effort(1),facture(1),faire(2),fiscal(1),joindre(1),justificatif(1),mettre(1),même(1),numéro(1),néanmoins(1),qu(1),quand(1),reste(1),très(1),unique(1),être(4)	2	avoir(3),bien(1),demande(2),devoir(1),edf(3),facture(1),faire(2),joindre(1),être(4),
1378	564	1	1	attente interlocuteur	attente	on aimerait bien avoir la visite des commerciaux de temps en temps.	aimer(1),avoir(1),bien(1),commercial(1),temps(2),visite(1)	2	avoir(1),bien(1),temps(2),
1132	471	1	1	attente interlocuteur	attente	il n'y a pas de service de proximité au début delà création de la ste de j'avais pas de tel donc pour ouvrir un compteur j'ai eu des difficultés a moins de prendre une carte trop de problème pour joindre un interlocuteur on est ballotté d'un endroit à un autre c'est trop cher pour le client, car on reste des fois plus d'une heure a attendre un interlocuteur.	attendre(1),autre(1),avoir(6),ballotter(1),carte(1),cher(1),client(1),compteur(1),création(1),delà(1),difficulté(1),donc(1),début(1),endroit(1),foi|fois(1),heure(1),interlocuteur(2),joindre(1),moins(1),ne(1),ouvrir(1),pas(2),plus(1),prendre(1),problème(1),proximité(1),rester(1),service(1),ste(1),trop(2),être(2)	2	avoir(6),client(1),foi|fois(1),interlocuteur(2),joindre(1),ne(1),pas(2),plus(1),prendre(1),service(1),trop(2),être(2),
143	57	1	1	attente interlocuteur	facture	edf a multiplié par dix ses frais de raccordement et de resiliation en un temps reccord.	avoir(1),edf(1),frais(1),multiplier(1),raccordement(1),reccord(1),resiliation(1),temps(1)	2	avoir(1),edf(1),temps(1),
1038	434	1	1	attente interlocuteur	facture	en cas de litige avec edf il s'avere tres difficile d'avoir le bon interlocuteur au niveau de la facturation, surtout lorsqu'il survient un litige, en ce qui concerne la contestation du montant, la clientele est materiellement depourvue pour le contester ,alors que visiblement le montant ne correspond en rien a nos habitudes de consommation. dans ces cas edf a une attitude tres seche et fait usage abusivement de sa position dominante face au consommateur.	,alors(1),abusivement(1),attitude(1),avere(1),avoir(3),bon(1),cas(2),clientele(1),concerner(1),consommateur(1),consommation(1),contestation(1),contester(1),correspondre(1),depourvue(1),difficile(1),dominant(1),edf(2),face(1),facturation(1),faire(1),habitude(1),interlocuteur(1),litige(2),materiellement(1),montant(2),ne(1),niveau(1),position(1),rien(1),seche(1),surtout(1),survenir(1),tres(2),usage(1),visiblement(1),être(1)	4	alors(1),avoir(3),bon(1),concerner(1),consommation(1),edf(2),faire(1),interlocuteur(1),ne(1),niveau(1),rien(1),être(1),
546	235	3	1	attente interlocuteur	attente	les delais d'attente telephonique sont trop longs.	attente(1),delais(1),long(1),telephonique(1),trop(1),être(1)	2	attente(1),delais(1),long(1),trop(1),être(1),
1840	761	3	1	attente interlocuteur	attente	depuis la separation edf pro et particulier, je trouve que c'est dommage, il n'y a pas d'ecoute et on a souvent un serveur qui nous fait attendre pendant de longues minutes.	attendre(1),avoir(2),dommage(1),ecoute(1),edf(1),faire(1),longue(1),minute(1),ne(1),particulier(1),pas(1),pro(1),separation(1),serveur(1),souvent(1),trouver(1),être(1)	2	avoir(2),edf(1),faire(1),ne(1),pas(1),être(1),
1874	776	7	1	attente interlocuteur	attente	l'attente est trop longue pour obtenir un interlocuteur edf devrait modifier leur maniere de fonctionner.	attente(1),devoir(1),edf(1),fonctionner(1),interlocuteur(1),longue(1),maniere(1),modifier(1),obtenir(1),trop(1),être(1)	2	attente(1),devoir(1),edf(1),interlocuteur(1),obtenir(1),trop(1),être(1),
3011	1219	7	1	attente interlocuteur	attente	attente trop longue avant d'obtenir un interlocuteur edf au telephone.	attente(1),edf(1),interlocuteur(1),longue(1),obtenir(1),telephone(1),trop(1)	2	attente(1),edf(1),interlocuteur(1),obtenir(1),telephone(1),trop(1),
3975	1505	3	1	attente interlocuteur	attente	c'est trop long pour les avoir.	avoir(1),long(1),trop(1),être(1)	2	avoir(1),long(1),trop(1),être(1),
2408	1007	2	2	facture	attente	on a du mal à résoudre le problème par téléphone j'ai appelé plusieurs et j'attends la prochaine facture.	appeler(1),attendre(1),avoir(2),facture(1),mal(1),problème(1),prochain(1),résoudre(1),téléphone(1)	2	appeler(1),avoir(2),facture(1),
3973	1503	2	2	facture	attente	je me suis fait raccrocher trois fois au nez sans raison, on me passe de personne en personne a qui j'explique la même chose qui n'aboutit a rien, il y a enormement d'attente qui aboutit a des factures exorbitantes les personnes que j'ai au telephone ne comprennent pas ce qu'on leur dit il y a du je menfoutisme, les agents d'edf se foutent de moi. cela fait 2 mois que je paye un loyer alors que je n'exerce pas encore l'activité donc j'attends la mise en route pour passer en triphase.	aboutir(2),activité(1),agent(1),alors(1),attendre(1),attente(1),avoir(6),chose(1),comprendre(1),dire(1),donc(1),edf(1),encore(1),enormement(1),exercer(1),exorbitant(1),expliquer(1),facture(1),faire(2),foi|fois(1),foutre(1),loyer(1),menfoutisme(1),mise(1),moi|mois(1),même(1),ne(3),nez(1),pas(2),passer(2),payer(1),personne(3),raccrocher(1),raison(1),rien(1),route(1),suivre|être(1),telephone(1),triphase(1)	3	alors(1),attente(1),avoir(6),chose(1),edf(1),facture(1),faire(2),foi|fois(1),moi|mois(1),ne(3),pas(2),passer(2),personne(3),rien(1),suivre|être(1),telephone(1),
1001	422	2	2	facture	attente	on n'arrive pas a comprendre pourquoi ça se passe aussi mal je souhaiterais changer de fournisseur ils ne sont a votre disposition ils nous ont raccroche au nez.	arriver(1),aussi(1),avoir(3),changer(1),comprendre(1),disposition(1),fournisseur(1),mal(1),ne(2),nez(1),pas(1),passer(1),pourquoi(1),raccrocher(1),souhaiter(1),être(1)	3	avoir(3),ne(2),pas(1),passer(1),être(1),
2294	949	2	2	facture	ERD	on m'avait mis un mauvais voltage et j'ai dûretéléphoner pour qu'on me mettre le nouveau voltage et en ce qui concerne la facture, j'avais donné le chiffre et m'a facturé un au chiffre on m'a mis un mauvais voltage a l'ouverture du compteur, j'ai du retéléphoner pour qu'on vienne me changer ça, en ce qui concerne la facture, j'avais donné moi même le chiffre.	avoir(8),changer(1),chiffre(3),compteur(1),concerner(2),donner(2),dûretéléphoner(1),facture(2),facturer(1),mauvais(2),mettre(3),même(1),nouveau(1),ouverture(1),retéléphoner(1),venir(1),voltage(3)	1	avoir(8),concerner(2),facture(2),facturer(1),nouveau(1),venir(1),
553	238	2	2	facture	facture	le temps d'attente est trop long et erreur de facturation : 9000 euro de facture alors que d'habitude c'est entre 100 et 200 euros.	alors(1),attente(1),erreur(1),euro(1),facturation(1),facture(1),habitude(1),long(1),temps(1),trop(1),être(2)	1	alors(1),attente(1),euro(1),facture(1),long(1),temps(1),trop(1),être(2),
3723	1420	2	2	facture	facture	changer l'adresse du client au niveau de la facturation.	adresse(1),changer(1),client(1),facturation(1),niveau(1)	1	client(1),niveau(1),
2638	1091	2	2	facture	facture	lorsque edf vient faire des travaux il faut les payer avant qu'ils aient effectué les travaux.	avoir(1),edf(1),effectuer(1),faire(1),falloir(1),payer|payer(1),travail(2),venir(1)	4	avoir(1),edf(1),faire(1),payer|payer(1),travail(2),venir(1),
147	60	2	2	facture	facture	un agent devait venir relever le compteur mais il n'est pas rentre dans le restaurant, il a juste laisse sa carte. par la suite j'ai appelle edf, le ton est monte avec l'interlocutrice, j'ai indique ma consommation par telephone mais elle a inverse les chiffres. je me suis donc retrouve avec une facture de 60000 euros au lieu de 7000 euros. edf ne m'a toujours pas rembourse. je pense que certaines personnes ne devraient pas repondre au telephone en etant des incapables.	agent(1),appeler(1),avoir(5),carte(1),chiffre(1),compteur(1),consommation(1),devoir(2),donc(1),edf(2),etant(1),euro(2),facture(1),incapable(1),indiquer(1),interlocuteur(1),inverse(1),juste(1),laisser(1),lieu(1),monter(1),ne(3),pas(3),penser(1),personne(1),relever(1),rembourser(1),rentrer(1),repondre(1),restaurant(1),retrouver(1),suite(1),suivre|être(1),telephone(2),ton(1),toujours(1),venir(1),être(2)	1	appeler(1),avoir(5),consommation(1),devoir(2),edf(2),euro(2),facture(1),interlocuteur(1),ne(3),pas(3),personne(1),suivre|être(1),telephone(2),toujours(1),venir(1),être(2),
762	333	2	2	facture	facture	ma reclamation n'a pas ete prise en compte du tout la teletransmission n'a pas ete faite entre le siege et les personnes qui relevent le compteur je n'ai eu aucune explication sur cette facture de 8000 euros alors qu'habituellement elle est de 600 euros edf aurait pu faire un geste commercial le probleme a ete regle par la force des choses nous avons payer puisque nous sommes une banque mais cette accumulation est une erreur d'edf.	accumulation(1),alors(1),avoir(7),banque(1),chose(1),commercial(1),compte(1),compteur(1),edf(2),erreur(1),ete(3),euro(2),explication(1),facture(1),faire(2),force(1),geste(1),habituellement(1),ne(3),pas(2),payer|payer(1),personne(1),pouvoir(1),prise(1),probleme(1),reclamation(1),regle(1),relevent(1),siege(1),sommer|être(1),teletransmission(1),tout(1),être(2)	1	alors(1),avoir(7),chose(1),compte(1),edf(2),euro(2),facture(1),faire(2),ne(3),pas(2),payer|payer(1),personne(1),pouvoir(1),tout(1),être(2),
1687	691	2	2	facture	facture	j'aimerais avoir une solution a mon probleme car je n'ai pas les moyens de payer plus que ma consommation habituelle car on est une association.	aimer(1),association(1),avoir(3),consommation(1),habituel(1),moyen(1),ne(1),pas(1),payer|payer(1),plus(1),probleme(1),solution(1),être(1)	1	avoir(3),consommation(1),ne(1),pas(1),payer|payer(1),plus(1),être(1),
638	276	2	2	facture	facture	un commercial adapté des numéros de fax sur les factures des numéros de téléphone sans 08 une facture plus claire prévenir avant de passer.	adapter(1),clair(1),commercial(1),facture(2),fax(1),numéro(2),passer(1),plus(1),prévenir(1),téléphone(1)	2	facture(2),passer(1),plus(1),
317	144	2	2	facture	facture	dans l'ensemble j'attends trop de temps pour recevoir la facture definitive pour la fermeture d'un chantier.	attendre(1),chantier(1),definitive(1),ensemble(1),facture(1),fermeture(1),recevoir(1),temps(1),trop(1)	1	facture(1),recevoir(1),temps(1),trop(1),
2162	886	2	2	facture	facture	Je souhaite avec des relèves plus souvent et plus exactement ce que j'ai consommé.	avoir(1),consommer(1),exactement(1),plus(2),relève(1),souhaiter(1),souvent(1)	1	avoir(1),plus(2),
2205	905	2	2	facture	facture	j'aurais souhaite mensualiser mes factures mais comme je viens d'ouivrir le compteur, je dois attendre l'annee prochaine.	annee(1),attendre(1),avoir(1),compteur(1),devoir(1),facture(1),mensualiser(1),ouivrir(1),prochain(1),souhaiter(1),venir(1)	1	avoir(1),devoir(1),facture(1),venir(1),
744	324	2	2	facture	facture	j'attends de recevoir mon echéancier que je devrais normalement avoir au mois de juin.	attendre(1),avoir(1),devoir(1),echéancier(1),juin(1),moi|mois(1),normalement(1),recevoir(1)	1	avoir(1),devoir(1),moi|mois(1),recevoir(1),
737	322	2	2	facture	facture	edf insiste trop pour faire les paiements par prelevement automatique, c'est enervant.	automatique(1),edf(1),enervant(1),faire(1),insister(1),paiement(1),prelevement(1),trop(1),être(1)	1	edf(1),faire(1),trop(1),être(1),
2659	1098	2	2	facture	facture	j'ai desormais des details sur la tva sur ma facture, ce qui est tres bien.	avoir(1),bien(1),desormais(1),details(1),facture(1),tres(1),tva(1),être(1)	4	avoir(1),bien(1),facture(1),être(1),
3714	1418	2	2	facture	facture	j'ai recu deux factures alors que je n'ai pas encore ete branche, je n'ai pas d'electricite, je me demande sur quelle base elles ont ete etablies.	alors(1),avoir(4),base(1),branche(1),demander(1),electricite(1),encore(1),etablies(1),ete(2),facture(1),ne(2),pas(2),recu(1)	1	alors(1),avoir(4),electricite(1),facture(1),ne(2),pas(2),
1471	599	2	2	facture	facture	c est le coût de ma facture.	c(1),coût(1),facture(1),être(1)	2	facture(1),être(1),
3457	1352	2	2	facture	facture	après plusieurs coups de tel, et courriers une erreur s'est glissée en interne chez EDF pour qu'on puisse régler la facture je demande la restitution du tip afin de pouvoir faire le chèque et clore cette affaire.	affaire(1),chèque(1),clore(1),coup(1),courrier(1),demander(1),erreur(1),facture(1),faire(1),glisser(1),interne(1),pouvoir(2),restitution(1),régler(1),tip(1),être(1)	1	facture(1),faire(1),pouvoir(2),être(1),
1625	655	2	2	facture	facture	C'est le bordel, je reçoit une facture 40 fois supérieur au montant de mes consommations habituelles.	bordel(1),consommation(1),facture(1),foi|fois(1),habituel(1),montant(1),recevoir(1),supérieur(1),être(1)	1	consommation(1),facture(1),foi|fois(1),recevoir(1),être(1),
646	280	2	2	facture	facture	je ne comprends pas que les banchements pour l'eclairage s'eleve a 2000 euros et cela pour un mois la demande de notre reclamation n'est pas prise en compte.	avoir(1),banchements(1),comprendre(1),compte(1),demande(1),eclairage(1),eleve(1),euro(1),moi|mois(1),ne(2),pas(2),prise(1),reclamation(1),être(1)	3	avoir(1),compte(1),demande(1),euro(1),moi|mois(1),ne(2),pas(2),être(1),
3904	1478	2	2	facture	facture	quand edf me dit que je ne dois pas payer une facture et qu'on ne me relance pas pour me dire que je n'ai pas payé et que l'on ne peut rien faire pour moi je ne suis pas trop contente pour nous, quand on marche avec l'informatique et qu'on n'a pas de courant c'est embetant j aimerais avoir une reponse quand je fais une reclamation.	aimer(1),avoir(3),content(1),courant(1),devoir(1),dire(2),edf(1),embetant(1),facture(1),faire(2),informatique(1),j(1),marcher(1),ne(6),pas(5),payer|payer(2),pouvoir(1),reclamation(1),relancer(1),reponse(1),rien(1),suivre|être(1),trop(1),être(1)	1	avoir(3),devoir(1),edf(1),facture(1),faire(2),ne(6),pas(5),payer|payer(2),pouvoir(1),rien(1),suivre|être(1),trop(1),être(1),
1768	733	2	2	facture	facture	j'attends toujours la reponse a mon courrier suite a ma reclamation concernant une facture soi disant impayee edf nous fait payer des frais sur ce paiement alors que le conseiller m'avait dit qu'il n'y aurait pas de frais puisque j'ai regle la facture lors du passage du technicien.	alors(1),attendre(1),avoir(5),concerner(1),conseiller(1),courrier(1),dire(2),edf(1),facture(2),faire(1),frais(2),impayee(1),lors(1),ne(1),paiement(1),pas(1),passage(1),payer|payer(1),reclamation(1),regle(1),reponse(1),suite(1),technicien(1),toujours(1)	1	alors(1),avoir(5),concerner(1),edf(1),facture(2),faire(1),ne(1),pas(1),payer|payer(1),technicien(1),toujours(1),
1826	756	2	2	facture	facture	je voudrais avoir le détail de la facturation des 3500 euros, comment ils ont été établis alors qu'ils ont eu confirmation que leur compteur ne fonctionnait pas et qu'ils m'ont prélevé, et au 1er avril ils me prélèvent 1091 euros. je voudrais que quelqu'un de compétent et de responsable vienne m'expliquer très en détail les manières dont ils ont appliqué la facturation.	alors(1),appliquer(1),avoir(6),avril(1),comment(1),compteur(1),compétent(1),confirmation(1),détail(2),euro(2),expliquer(1),facturation(2),fonctionner(1),manière(1),ne(1),pas(1),prélever(2),responsable(1),très(1),venir(1),vouloir(2),établir(1),être(1)	1	alors(1),avoir(6),euro(2),ne(1),pas(1),venir(1),être(1),
2152	879	2	2	facture	facture	ce serait sympa que les factures soient plus explicites.	explicite(1),facture(1),plus(1),sympa(1),être(2)	1	facture(1),plus(1),être(2),
255	114	2	2	facture	facture	je veux qu'edf me regle ma facture.	edf(1),facture(1),regle(1),vouloir(1)	1	edf(1),facture(1),
3040	1230	2	2	facture	facture	comment se fait-il de recevoir des factures d'edf tandis qu'on est mensualisé ?.	comment(1),edf(1),facture(1),faire(1),mensualiser(1),recevoir(1),être(1)	1	edf(1),facture(1),faire(1),recevoir(1),être(1),
1257	522	2	2	facture	facture	suite a la reclamation, je recois un rappel et je propose un paiement par cheque et on me refuse le paiement par cheque edf n'a finalement jamais recu le paiement que j'ai envoye et ma facture n'a pas ete payee je n'ai pas recu de courrier pour me prevenir et j'ai eu une coupure et j'ai ete prevenue 45 mois plus tard lorsque j'ai recu un avis de resiliation pourquoi edf refuse le cheque? maintenant edf a beaucoup change on n'a plus de contacts.	avis(1),avoir(11),beaucoup(1),changer(1),cheque(3),contact(1),coupure(1),courrier(1),edf(3),envoye(1),ete(2),facture(1),finalement(1),jamais(1),maintenant(1),moi|mois(1),ne(4),paiement(3),pas(2),payee(1),plus(2),pourquoi(1),prevenir(1),prevenue(1),proposer(1),rappel(1),reclamation(1),recois(1),recu(3),refuser(2),resiliation(1),suite(1),tard(1)	1	avoir(11),beaucoup(1),contact(1),edf(3),facture(1),jamais(1),moi|mois(1),ne(4),pas(2),plus(2),
856	371	2	2	facture	facture	la suggestion que je souhaiterais faire concerne l'aspect de la facture,il serait plus pratique d'avoir toutes les donnees de la facture sur une seule face(au lieu de la facture en recto et verso actuelle).	actuel(1),aspect(1),avoir(1),concerner(1),donnees(1),face(au(1),facture(2),facture,il(1),faire(1),lieu(1),plus(1),pratique(1),recto(1),seul(1),souhaiter(1),suggestion(1),verso(1),être(1)	1	avoir(1),concerner(1),facture(2),faire(1),plus(1),être(1),
2013	823	2	2	facture	facture	au niveau des factures il ne devrait pas y avoir de frais.	avoir(1),devoir(1),facture(1),frais(1),ne(1),niveau(1),pas(1)	1	avoir(1),devoir(1),facture(1),ne(1),niveau(1),pas(1),
937	406	2	2	facture	facture	je ne désire pas payer une copie de la facture si je ne reçoit pas l'originale.	copie(1),désirer(1),facture(1),ne(2),original(1),pas(2),payer|payer(1),recevoir(1)	1	facture(1),ne(2),pas(2),payer|payer(1),recevoir(1),
1782	739	2	2	facture	facture	j'habite ermenonville, mes factures sont a paris et quand je fais des demandes on m'envoie n'importe ou on ne sait pas a qui on parle on me demande 15000 euros avec un echelonnement trop eleve.	avoir(2),demande(1),demander(1),echelonnement(1),eleve(1),envoyer(1),ermenonville(1),euro(1),facture(1),faire(1),habiter(1),importer(1),ne(2),pari(1),parler(1),pas(1),savoir(1),trop(1),être(1)	3	avoir(2),demande(1),envoyer(1),euro(1),facture(1),faire(1),ne(2),pas(1),trop(1),être(1),
210	93	2	2	facture	facture	j'ai paye une facture, en retard certes, mais paye quand meme et edf me l'a redebitee plus tard et ne me l'a pas remboursee.	avoir(3),certes(1),edf(1),facture(1),meme(1),ne(1),pas(1),payer(2),plus(1),redebitee(1),remboursee(1),retard(1),tard(1)	1	avoir(3),edf(1),facture(1),meme(1),ne(1),pas(1),plus(1),
796	349	2	2	facture	facture	suite a un probleme de facturation, j'espere que l'option du prelevement automatique sera prise en compte pour la prochaine facture.	automatique(1),avoir(1),compte(1),espere(1),facturation(1),facture(1),option(1),prelevement(1),prise(1),probleme(1),prochain(1),suite(1),être(1)	1	avoir(1),compte(1),facture(1),être(1),
2733	1127	2	2	facture	facture	EDF me doit un versement de 12 euros qu'ils ne m'ont toujours pas remboursé.	avoir(1),devoir(1),euro(1),ne(1),pas(1),rembourser(1),toujours(1),versement(1)	1	avoir(1),devoir(1),euro(1),ne(1),pas(1),toujours(1),
3738	1426	2	2	facture	facture	ma reference client 22312263918230236 cest un contrat que mon entreprise a depuis plusieurs annees j'ai eu une facture negative alors que j'attendais une facture positive j'ai recu un contrat essentiel pro sans l'avoir demande au mois de mars et j'ai recu une facture de 43,54 euros le numero 22360491971832 j'ai appele edf pour annuler cette facture et je recois toujours un courrier pour regler cette facture alors qu'on n'a rien demande du tout je n'ai toujours pas de nouvelles.	alors(2),annees(1),annuler(1),appele(1),attendre(1),avoir(9),cest(1),client(1),contrat(2),courrier(1),demander(2),edf(1),entreprise(1),essentiel(1),euro(1),facture(4),facturer(1),mars(1),moi|mois(1),ne(2),negative(1),nouveau(1),numero(1),pas(1),positif(1),pro(1),recois(1),recu(2),reference(1),regler(1),rien(1),toujours(2),tout(1)	1	alors(2),avoir(9),client(1),edf(1),euro(1),facture(4),facturer(1),moi|mois(1),ne(2),nouveau(1),pas(1),rien(1),toujours(2),tout(1),
2737	1129	2	2	facture	facture	la cliente attend toujours le nouvel echeancier.	attendre(1),client(1),echeancier(1),nouveau(1),toujours(1)	1	client(1),nouveau(1),toujours(1),
3950	1495	2	2	facture	facture	le cheque a ete envoye et debite et toujours pas de travaux dans mon local professionel.	avoir(1),cheque(1),debite(1),envoye(1),ete(1),local(1),pas(1),professionel(1),toujours(1),travail(1)	1	avoir(1),pas(1),toujours(1),travail(1),
2380	995	2	2	facture	facture	je ne vois pas pourquoi EDF me fait payer 10 euros pour un rendez vous que j'ai appelé pour annuler.	annuler(1),appeler(1),avoir(1),euro(1),faire(1),ne(1),pas(1),payer|payer(1),pourquoi(1),rendre(1),voir(1)	1	appeler(1),avoir(1),euro(1),faire(1),ne(1),pas(1),payer|payer(1),
2398	1001	2	2	facture	facture	j'ai demarre depuis 6 mois et depuis je n'ai reçu aucune facture, j'ai appelle a plusieurs reprises et on m'a dit que c'etait normal je n'ai rien paye en electricite et je ne trouve pas ça normal, car cela va poser des problemes par la suite.	aller(1),appeler(1),avoir(6),demarre(1),dire(1),electricite(1),etait(1),facture(1),moi|mois(1),ne(3),normal(2),pas(1),payer(1),poser(1),problemes(1),recevoir(1),reprise(1),rien(1),suite(1),trouver(1)	1	appeler(1),avoir(6),electricite(1),facture(1),moi|mois(1),ne(3),pas(1),recevoir(1),rien(1),
2414	1009	2	2	facture	facture	ça fait 1 an que je suis cliente chez edf et j'ai reçu aucune facture.	an(1),avoir(1),client(1),edf(1),facture(1),faire(1),recevoir(1),suivre|être(1)	1	avoir(1),client(1),edf(1),facture(1),faire(1),recevoir(1),suivre|être(1),
807	354	2	2	facture	facture	c'est pas normal que je paye 9000 euros pour les anciens gerants.	ancien(1),euro(1),gerants(1),normal(1),pas(1),payer(1),être(1)	1	euro(1),pas(1),être(1),
2694	1115	2	2	facture	facture	je recois encore des factures particuliers à la place des factures pro.	encore(1),facture(2),particulier(1),place(1),pro(1),recois(1)	3	facture(2),
844	368	2	2	facture	facture	j'attends de recevoir ma facture pour payer. j'attends que ca de payer sinon a la fin de l'annee je vais me retrouver avec 10000 francs d'electricite j'ai contacte edf 3 fois et toujours pas de facture en plus edf s'est permis de nous envoyer un courrier car nous n'avons pas paye la facture.	aller(1),annee(1),attendre(2),avoir(3),ca(1),contacter(1),courrier(1),edf(2),electricite(1),envoyer(1),facture(3),fin(1),foi|fois(1),franc(1),ne(1),pas(2),payer(1),payer|payer(2),permettre(1),plus(1),recevoir(1),retrouver(1),toujours(1),être(1)	1	avoir(3),ca(1),edf(2),electricite(1),envoyer(1),facture(3),foi|fois(1),ne(1),pas(2),payer|payer(2),plus(1),recevoir(1),toujours(1),être(1),
1392	570	2	2	facture	facture	jusqu'à présent je n'ai pas eu de nouvelle de ma réclamation sur la dernière facture, alors que jusqu'à présent tout c'était passé j'aimerai avoir des nouvelles assez rapidement.	aimer(1),alors(1),assez(1),avoir(3),dernier(1),facture(1),ne(1),nouveau(2),pas(1),passer(1),présent(2),rapidement(1),réclamation(1),être(1)	3	alors(1),avoir(3),facture(1),ne(1),nouveau(2),pas(1),passer(1),être(1),
2589	1075	2	2	facture	facture	je souhaite recevoir ma facture que j'attends maintenant depuis 4 mois.	attendre(1),facture(1),maintenant(1),moi|mois(1),recevoir(1),souhaiter(1)	1	facture(1),moi|mois(1),recevoir(1),
489	213	2	2	facture	facture	j'avais rempli un coupon réponse en pensant que quelqu'un allait nous répondre on a un solde de 19 euros qui est en cours depuis 10 ans(toutes les factures comportent ses 19 euros) c'était a l'ancien propriétaire de régler ses 19 euros edf met ses 19 euros sur toutes nos factures mais se n'est pas a nous de les payer(en 1993).	aller(1),ancien(1),ans(toutes(1),avoir(4),comporter(1),coupon(1),cour|cours(1),edf(1),euro(4),facture(2),mettre(1),ne(1),pas(1),payer(en(1),penser(1),propriétaire(1),remplir(1),régler(1),répondre(1),réponse(1),solde(1),être(3)	1	avoir(4),edf(1),euro(4),facture(2),ne(1),pas(1),être(3),
2424	1012	2	2	facture	facture	je n'ai toujours pas ete remboursee suite à l'erreur de comptage du mois de janvier.	avoir(1),comptage(1),erreur(1),ete(1),janvier(1),moi|mois(1),ne(1),pas(1),remboursee(1),suite(1),toujours(1)	1	avoir(1),moi|mois(1),ne(1),pas(1),toujours(1),
603	261	2	2	facture	facture	j'attends toujours une regularisation de ma facture pour pouvoir les payer puisque je ne suis plus chez edf, que edf me contacte.	attendre(1),contacter(1),edf(2),facture(1),ne(1),payer|payer(1),plus(1),pouvoir(1),regularisation(1),suivre|être(1),toujours(1)	1	edf(2),facture(1),ne(1),payer|payer(1),plus(1),pouvoir(1),suivre|être(1),toujours(1),
540	233	2	2	facture	facture	je suis contente de ne pas etre en prelevement automatique sinon j'aurais du regler une facture de 2000 euros.	automatique(1),avoir(1),content(1),etre(1),euro(1),facture(1),ne(1),pas(1),prelevement(1),regler(1),suivre|être(1)	1	avoir(1),euro(1),facture(1),ne(1),pas(1),suivre|être(1),
1507	618	2	2	facture	facture	je pensais que edf etait fiable car depuis 50 ans j'ai paye mes factures. ce sont des bons a rien, je suis vraiment tres en colere. mon probleme dure depuis 5 ans (surestimation des consommations). je leur ai demande le passage a un abonnement normal car je suis a la retraite depuis 10 ans, ils me font payer tout : le contrat, frais de dossier.	abonnement(1),an(3),avoir(5),bon(1),colere(1),consommation(1),contrat(1),demander(1),dossier(1),durer(1),edf(1),etait(1),facture(1),faire(1),fiable(1),frais(1),normal(1),passage(1),payer(1),payer|payer(1),penser(1),probleme(1),retraite(1),rien(1),suivre|être(2),surestimation(1),tout(1),tres(1),vraiment(1),être(1)	1	avoir(5),bon(1),consommation(1),edf(1),facture(1),faire(1),payer|payer(1),rien(1),suivre|être(2),tout(1),être(1),
2594	1076	2	2	facture	facture	sur la facture reçue il était signalé que je devais 15 euros de pénalité pour dépassement de la date, alors que la lettre a été postée après la date d'échéance.	alors(1),avoir(1),date(2),devoir(1),dépassement(1),euro(1),facture(1),lettre(1),poster(1),pénalité(1),reçu(1),signaler(1),échéance(1),être(2)	1	alors(1),avoir(1),devoir(1),euro(1),facture(1),être(2),
451	198	2	2	facture	facture	je veux payer ce que je consomme seulement je vais suivre la consommation désormais.	aller(1),consommation(1),consommer(1),désormais(1),payer|payer(1),seulement(1),suivre(1),vouloir(1)	1	consommation(1),payer|payer(1),
488	212	2	2	facture	facture	on aimerait avoir une facture detaillee pour chacun de nos etablissements.	aimer(1),avoir(1),detaillee(1),etablissements(1),facture(1)	1	avoir(1),facture(1),
2579	1071	2	2	facture	facture	je souhaiterais que le litige soit regle alors que c'est un truc tout bete que l'on demande : on veut en fait que les factures soient etablies : on demande sur les factures la modification du titulaire du contrat et du lieu de consommation qui est errone : titulaire et lieu qui sont errones.	alors(1),bete(1),consommation(1),contrat(1),demander(2),errone(1),errones(1),etablies(1),facture(2),fait(1),lieu(2),litige(1),modification(1),regle(1),souhaiter(1),titulaire(2),tout(1),truc(1),vouloir(1),être(4)	1	alors(1),consommation(1),facture(2),tout(1),être(4),
